# Election: 2026 General Primary (2026-05-19) - Election ID: 117 - Lancaster County
# Report generated on: 2026-05-21T03:01:39
Election Name,County Name,Office Name,District Name,Party Name,Candidate Name,Votes,Yes Votes,No Votes,Election Day Votes,ElectionDay Yes Votes,Election Day No Votes,Mail Votes,Mail Yes Votes,Mail No Votes,Provisional Votes,Provisional Yes Votes,Provisional No Votes
2026 General Primary,LANCASTER,Representative in the General Assembly,41st Legislative District,Democratic,BRAD CHAMBERS,"4,845",0,0,"2,819",0,0,"2,026",0,0,0,0,0
2026 General Primary,LANCASTER,Representative in the General Assembly,41st Legislative District,Republican,BRETT R MILLER,"4,547",0,0,"3,680",0,0,867,0,0,0,0,0
2026 General Primary,LANCASTER,Representative in the General Assembly,43rd Legislative District,Democratic,BRYAN PEIRSON,"2,299",0,0,"1,156",0,0,"1,143",0,0,0,0,0
2026 General Primary,LANCASTER,Representative in the General Assembly,43rd Legislative District,Republican,KEITH J GREINER,"4,263",0,0,"3,574",0,0,689,0,0,0,0,0
2026 General Primary,LANCASTER,Representative in the General Assembly,49th Legislative District,Democratic,IZZY SMITH-WADE-EL,"3,607",0,0,"2,422",0,0,"1,185",0,0,0,0,0
2026 General Primary,LANCASTER,Representative in the General Assembly,49th Legislative District,Republican,VANESSA ACOSTA,967,0,0,772,0,0,195,0,0,0,0,0
2026 General Primary,LANCASTER,Representative in the General Assembly,96th Legislative District,Democratic,NIKKI RIVERA,"5,810",0,0,"3,680",0,0,"2,130",0,0,0,0,0
2026 General Primary,LANCASTER,Representative in the General Assembly,96th Legislative District,Republican,BABITA RUSYN,"2,823",0,0,"2,187",0,0,636,0,0,0,0,0
2026 General Primary,LANCASTER,Representative in the General Assembly,97th Legislative District,Democratic,JESS BRANAS,"4,253",0,0,"2,136",0,0,"2,117",0,0,0,0,0
2026 General Primary,LANCASTER,Representative in the General Assembly,97th Legislative District,Republican,STEVE MENTZER,"4,874",0,0,"3,904",0,0,970,0,0,0,0,0
2026 General Primary,LANCASTER,Representative in the General Assembly,98th Legislative District,Democratic,HUGH DARLINGTON,"3,070",0,0,"1,761",0,0,"1,309",0,0,0,0,0
2026 General Primary,LANCASTER,Representative in the General Assembly,98th Legislative District,Republican,NICKY WOODS,"5,049",0,0,"4,398",0,0,651,0,0,0,0,0
2026 General Primary,LANCASTER,Representative in the General Assembly,98th Legislative District,Republican,DANIELLE LINDEMUTH,"1,124",0,0,924,0,0,200,0,0,0,0,0
2026 General Primary,LANCASTER,Representative in the General Assembly,99th Legislative District,Democratic,ETHAN GABRICK,"1,122",0,0,554,0,0,568,0,0,0,0,0
2026 General Primary,LANCASTER,Representative in the General Assembly,99th Legislative District,Republican,DAVE ZIMMERMAN,"3,884",0,0,"3,429",0,0,455,0,0,0,0,0
2026 General Primary,LANCASTER,Representative in the General Assembly,100th Legislative District,Republican,DAVE NISSLEY,"3,733",0,0,"3,458",0,0,275,0,0,0,0,0
2026 General Primary,LANCASTER,Representative in the General Assembly,100th Legislative District,Republican,KELLY OSBORNE,"2,923",0,0,"2,538",0,0,385,0,0,0,0,0
2026 General Primary,LANCASTER,Member of Democratic State Committee,Lancaster County (District 36),Democratic,DAVID RAMOS,"28,709",0,0,"16,199",0,0,"12,510",0,0,0,0,0
2026 General Primary,LANCASTER,Member of Democratic State Committee,Lancaster County (District 36),Democratic,BOB HOLLISTER,"28,430",0,0,"15,856",0,0,"12,574",0,0,0,0,0
2026 General Primary,LANCASTER,Member of Democratic State Committee,Lancaster County (District 36),Democratic,BEVERLY MALONE,"28,049",0,0,"15,727",0,0,"12,322",0,0,0,0,0
2026 General Primary,LANCASTER,Member of Democratic State Committee,Lancaster County (District 36),Democratic,STELLA SEXTON,"27,399",0,0,"15,295",0,0,"12,104",0,0,0,0,0
2026 General Primary,LANCASTER,Member of Democratic State Committee,Lancaster County (District 36),Democratic,LIZZ BENDER,"28,348",0,0,"16,002",0,0,"12,346",0,0,0,0,0
2026 General Primary,LANCASTER,Member of Democratic State Committee,Lancaster County (District 36),Democratic,NATHANIEL DICK,"27,590",0,0,"15,375",0,0,"12,215",0,0,0,0,0
2026 General Primary,LANCASTER,Member of Democratic State Committee,Lancaster County (District 36),Democratic,LOIS HERR,"26,813",0,0,"14,854",0,0,"11,959",0,0,0,0,0
2026 General Primary,LANCASTER,Member of Republican State Committee,Lancaster County (District 36),Republican,DAVE ZIMMERMAN,"32,354",0,0,"27,402",0,0,"4,952",0,0,0,0,0
2026 General Primary,LANCASTER,Member of Republican State Committee,Lancaster County (District 36),Republican,ERIC D W REATH,"24,559",0,0,"20,381",0,0,"4,178",0,0,0,0,0
2026 General Primary,LANCASTER,Member of Republican State Committee,Lancaster County (District 36),Republican,GORDON DENLINGER,"27,814",0,0,"23,280",0,0,"4,534",0,0,0,0,0
2026 General Primary,LANCASTER,Member of Republican State Committee,Lancaster County (District 36),Republican,CORINNE CLARK,"27,349",0,0,"22,584",0,0,"4,765",0,0,0,0,0
2026 General Primary,LANCASTER,Member of Republican State Committee,Lancaster County (District 36),Republican,ANN M HESS,"27,932",0,0,"23,167",0,0,"4,765",0,0,0,0,0
2026 General Primary,LANCASTER,Member of Republican State Committee,Lancaster County (District 36),Republican,BRYANT J GLICK,"27,907",0,0,"23,337",0,0,"4,570",0,0,0,0,0
2026 General Primary,LANCASTER,Member of Republican State Committee,Lancaster County (District 36),Republican,SHARON OGILVIE,"25,583",0,0,"21,086",0,0,"4,497",0,0,0,0,0
2026 General Primary,LANCASTER,Member of Republican State Committee,Lancaster County (District 36),Republican,STEPHANIE HILL,"26,412",0,0,"21,779",0,0,"4,633",0,0,0,0,0
2026 General Primary,LANCASTER,Member of Republican State Committee,Lancaster County (District 36),Republican,PRISCILLA S EBERLY,"25,120",0,0,"20,778",0,0,"4,342",0,0,0,0,0
2026 General Primary,LANCASTER,Member of Republican State Committee,Lancaster County (District 36),Republican,ROD REDCAY,"26,408",0,0,"21,958",0,0,"4,450",0,0,0,0,0
2026 General Primary,LANCASTER,Member of Republican State Committee,Lancaster County (District 36),Republican,STEPHEN A RANCK,"26,094",0,0,"21,710",0,0,"4,384",0,0,0,0,0
2026 General Primary,LANCASTER,Member of Republican State Committee,Lancaster County (District 36),Republican,PEGGY BUHALO,"24,634",0,0,"20,314",0,0,"4,320",0,0,0,0,0
2026 General Primary,LANCASTER,Member of Republican State Committee,Lancaster County (District 36),Republican,JENNA I REATH,"24,217",0,0,"19,939",0,0,"4,278",0,0,0,0,0
2026 General Primary,LANCASTER,Member of Republican State Committee,Lancaster County (District 36),Republican,DALE KEENEY,"25,218",0,0,"20,781",0,0,"4,437",0,0,0,0,0
2026 General Primary,LANCASTER,Member of Republican State Committee,Lancaster County (District 36),Republican,JAMESOWEN CUTTS,"23,399",0,0,"19,331",0,0,"4,068",0,0,0,0,0
2026 General Primary,LANCASTER,Member of Republican State Committee,Lancaster County (District 36),Republican,STEVE BRUBAKER,"28,891",0,0,"24,177",0,0,"4,714",0,0,0,0,0
