# Election: 2023 Municipal Primary (2023-05-16) - Election ID: 100 - Lancaster County
# Report generated on: 2026-05-28T23:52:16
Election Name,County Name,Office Name,District Name,Party Name,Candidate Name,Votes,Yes Votes,No Votes,Election Day Votes,ElectionDay Yes Votes,Election Day No Votes,Mail Votes,Mail Yes Votes,Mail No Votes,Provisional Votes,Provisional Yes Votes,Provisional No Votes
2023 Municipal Primary,LANCASTER,Justice of the Supreme Court,Statewide,Democratic,DANIEL MCCAFFERY,"18,142",0,0,"11,421",0,0,"6,650",0,0,71,0,0
2023 Municipal Primary,LANCASTER,Justice of the Supreme Court,Statewide,Democratic,DEBBIE KUNSELMAN,"9,430",0,0,"5,187",0,0,"4,204",0,0,39,0,0
2023 Municipal Primary,LANCASTER,Justice of the Supreme Court,Statewide,Republican,PATRICIA A MCCULLOUGH,"15,973",0,0,"14,181",0,0,"1,754",0,0,38,0,0
2023 Municipal Primary,LANCASTER,Justice of the Supreme Court,Statewide,Republican,CAROLYN CARLUCCIO,"26,440",0,0,"23,004",0,0,"3,371",0,0,65,0,0
2023 Municipal Primary,LANCASTER,Judge of the Superior Court,Statewide,Democratic,PAT DUGAN,"9,591",0,0,"5,301",0,0,"4,256",0,0,34,0,0
2023 Municipal Primary,LANCASTER,Judge of the Superior Court,Statewide,Democratic,TIMIKA LANE,"19,669",0,0,"12,032",0,0,"7,548",0,0,89,0,0
2023 Municipal Primary,LANCASTER,Judge of the Superior Court,Statewide,Democratic,JILL BECK,"19,301",0,0,"11,408",0,0,"7,819",0,0,74,0,0
2023 Municipal Primary,LANCASTER,Judge of the Superior Court,Statewide,Republican,MARIA BATTISTA,"35,394",0,0,"31,100",0,0,"4,206",0,0,88,0,0
2023 Municipal Primary,LANCASTER,Judge of the Superior Court,Statewide,Republican,HARRY F SMAIL JR,"33,482",0,0,"29,335",0,0,"4,081",0,0,66,0,0
2023 Municipal Primary,LANCASTER,Judge of the Commonwealth Court,Statewide,Democratic,MATT WOLF,"13,879",0,0,"8,118",0,0,"5,706",0,0,55,0,0
2023 Municipal Primary,LANCASTER,Judge of the Commonwealth Court,Statewide,Democratic,BRYAN NEFT,"13,218",0,0,"8,116",0,0,"5,047",0,0,55,0,0
2023 Municipal Primary,LANCASTER,Judge of the Commonwealth Court,Statewide,Republican,JOSH PRINCE,"13,175",0,0,"11,628",0,0,"1,516",0,0,31,0,0
2023 Municipal Primary,LANCASTER,Judge of the Commonwealth Court,Statewide,Republican,MEGAN MARTIN,"28,660",0,0,"25,001",0,0,"3,590",0,0,69,0,0
2023 Municipal Primary,LANCASTER,Judge of the Court of Common Pleas,2nd Judicial District (Lancaster County),Democratic,KAREN L MAISANO,"24,608",0,0,"14,536",0,0,"9,971",0,0,101,0,0
2023 Municipal Primary,LANCASTER,Judge of the Court of Common Pleas,2nd Judicial District (Lancaster County),Republican,CHRISTINA PARSONS,"32,591",0,0,"28,853",0,0,"3,675",0,0,63,0,0
2023 Municipal Primary,LANCASTER,Judge of the Court of Common Pleas,2nd Judicial District (Lancaster County),Republican,SHAWN P MCLAUGHLIN,"31,073",0,0,"27,928",0,0,"3,082",0,0,63,0,0
2023 Municipal Primary,LANCASTER,Judge of the Court of Common Pleas,2nd Judicial District (Lancaster County),Republican,TODD BROWN,"34,570",0,0,"30,529",0,0,"3,968",0,0,73,0,0
2023 Municipal Primary,LANCASTER,Judge of the Court of Common Pleas,2nd Judicial District (Lancaster County),Republican,KAREN L MAISANO,"16,264",0,0,"13,182",0,0,"3,024",0,0,58,0,0
