# Election: 2022 General Primary (2022-05-17) - Election ID: 94 - Lancaster County
# Report generated on: 2026-05-29T00:15:42
Election Name,County Name,Office Name,District Name,Party Name,Candidate Name,Votes,Yes Votes,No Votes,Election Day Votes,ElectionDay Yes Votes,Election Day No Votes,Mail Votes,Mail Yes Votes,Mail No Votes,Provisional Votes,Provisional Yes Votes,Provisional No Votes
2022 General Primary,LANCASTER,United States Senator,Statewide,Democratic,ALEX KHALIL,"1,295",0,0,741,0,0,539,0,0,0,0,0
2022 General Primary,LANCASTER,United States Senator,Statewide,Democratic,CONOR LAMB,"4,777",0,0,"2,582",0,0,"2,155",0,0,1,0,0
2022 General Primary,LANCASTER,United States Senator,Statewide,Democratic,MALCOLM KENYATTA,"2,770",0,0,"1,697",0,0,"1,026",0,0,2,0,0
2022 General Primary,LANCASTER,United States Senator,Statewide,Democratic,JOHN FETTERMAN,"27,436",0,0,"16,193",0,0,"10,943",0,0,11,0,0
2022 General Primary,LANCASTER,United States Senator,Statewide,Republican,KATHY BARNETTE,"22,404",0,0,"21,144",0,0,"1,190",0,0,41,0,0
2022 General Primary,LANCASTER,United States Senator,Statewide,Republican,MEHMET OZ,"19,617",0,0,"17,913",0,0,"1,616",0,0,53,0,0
2022 General Primary,LANCASTER,United States Senator,Statewide,Republican,GEORGE BOCHETTO,651,0,0,488,0,0,153,0,0,1,0,0
2022 General Primary,LANCASTER,United States Senator,Statewide,Republican,JEFF BARTOS,"4,098",0,0,"3,203",0,0,880,0,0,3,0,0
2022 General Primary,LANCASTER,United States Senator,Statewide,Republican,DAVE MCCORMICK,"20,013",0,0,"18,193",0,0,"1,749",0,0,42,0,0
2022 General Primary,LANCASTER,United States Senator,Statewide,Republican,SEAN GALE,"2,352",0,0,"2,126",0,0,221,0,0,4,0,0
2022 General Primary,LANCASTER,United States Senator,Statewide,Republican,CARLA SANDS,"4,776",0,0,"3,787",0,0,970,0,0,7,0,0
2022 General Primary,LANCASTER,Governor,Statewide,Democratic,JOSH SHAPIRO,"35,708",0,0,"20,794",0,0,"14,527",0,0,14,0,0
2022 General Primary,LANCASTER,Governor,Statewide,Republican,LOU BARLETTA,"13,776",0,0,"12,766",0,0,957,0,0,0,0,0
2022 General Primary,LANCASTER,Governor,Statewide,Republican,DOUGLAS V MASTRIANO,"37,967",0,0,"36,764",0,0,"1,040",0,0,1,0,0
2022 General Primary,LANCASTER,Governor,Statewide,Republican,NCHE ZAMA,710,0,0,483,0,0,222,0,0,1,0,0
