# Election: 2020 Presidential Primary (2020-06-02) - Election ID: 83 - Lancaster County
# Report generated on: 2026-05-29T00:46:04
Election Name,County Name,Office Name,District Name,Party Name,Candidate Name,Votes,Yes Votes,No Votes,Election Day Votes,ElectionDay Yes Votes,Election Day No Votes,Mail Votes,Mail Yes Votes,Mail No Votes,Provisional Votes,Provisional Yes Votes,Provisional No Votes
2020 Presidential Primary,LANCASTER,President of the United States,Statewide,Democratic,BERNIE SANDERS,"9,500",0,0,0,0,0,0,0,0,0,0,0
2020 Presidential Primary,LANCASTER,President of the United States,Statewide,Democratic,JOSEPH R BIDEN,"32,433",0,0,0,0,0,0,0,0,0,0,0
2020 Presidential Primary,LANCASTER,President of the United States,Statewide,Democratic,TULSI GABBARD,974,0,0,0,0,0,0,0,0,0,0,0
2020 Presidential Primary,LANCASTER,President of the United States,Statewide,Republican,DONALD J TRUMP,"52,720",0,0,0,0,0,0,0,0,0,0,0
2020 Presidential Primary,LANCASTER,President of the United States,Statewide,Republican,ROQUE ROCKY DE LA FUENTE,903,0,0,0,0,0,0,0,0,0,0,0
2020 Presidential Primary,LANCASTER,President of the United States,Statewide,Republican,BILL WELD,"3,839",0,0,0,0,0,0,0,0,0,0,0
2020 Presidential Primary,LANCASTER,Attorney General,Statewide,Democratic,JOSH SHAPIRO,"41,305",0,0,0,0,0,0,0,0,0,0,0
2020 Presidential Primary,LANCASTER,Auditor General,Statewide,Democratic,H SCOTT CONKLIN,"1,094",0,0,0,0,0,0,0,0,0,0,0
2020 Presidential Primary,LANCASTER,State Treasurer,Statewide,Democratic,JOE TORSELLA,"40,035",0,0,0,0,0,0,0,0,0,0,0
2020 Presidential Primary,LANCASTER,Auditor General,Statewide,Democratic,MICHAEL LAMB,"1,407",0,0,0,0,0,0,0,0,0,0,0
2020 Presidential Primary,LANCASTER,Auditor General,Statewide,Democratic,TRACIE FOUNTAIN,"2,384",0,0,0,0,0,0,0,0,0,0,0
2020 Presidential Primary,LANCASTER,Auditor General,Statewide,Democratic,ROSE ROSIE MARIE DAVIS,791,0,0,0,0,0,0,0,0,0,0,0
2020 Presidential Primary,LANCASTER,Auditor General,Statewide,Democratic,NINA AHMAD,"5,012",0,0,0,0,0,0,0,0,0,0,0
2020 Presidential Primary,LANCASTER,Auditor General,Statewide,Democratic,CHRISTINA M HARTMAN,"31,599",0,0,0,0,0,0,0,0,0,0,0
2020 Presidential Primary,LANCASTER,Attorney General,Statewide,Republican,HEATHER HEIDELBAUGH,"56,839",0,0,0,0,0,0,0,0,0,0,0
2020 Presidential Primary,LANCASTER,Auditor General,Statewide,Republican,TIMOTHY DEFOOR,"56,159",0,0,0,0,0,0,0,0,0,0,0
2020 Presidential Primary,LANCASTER,State Treasurer,Statewide,Republican,STACY L GARRITY,"56,338",0,0,0,0,0,0,0,0,0,0,0
2020 Presidential Primary,LANCASTER,Representative in Congress,11th Congressional District,Democratic,SARAH E HAMMOND,"30,259",0,0,0,0,0,0,0,0,0,0,0
2020 Presidential Primary,LANCASTER,Representative in Congress,11th Congressional District,Democratic,PAUL DAIGLE,"11,853",0,0,0,0,0,0,0,0,0,0,0
2020 Presidential Primary,LANCASTER,Representative in Congress,11th Congressional District,Republican,LLOYD K. SMUCKER,"56,159",0,0,0,0,0,0,0,0,0,0,0
2020 Presidential Primary,LANCASTER,Senator in the General Assembly,13th Senatorial District,Democratic,JANET DIAZ,"12,490",0,0,0,0,0,0,0,0,0,0,0
2020 Presidential Primary,LANCASTER,Senator in the General Assembly,13th Senatorial District,Democratic,CRAIG LEHMAN,"10,616",0,0,0,0,0,0,0,0,0,0,0
