# Election: 2012 General Primary (2012-04-24) - Election ID: 27 - Lancaster County
# Report generated on: 2026-05-29T02:06:02
Election Name,County Name,Office Name,District Name,Party Name,Candidate Name,Votes,Yes Votes,No Votes,Election Day Votes,ElectionDay Yes Votes,Election Day No Votes,Mail Votes,Mail Yes Votes,Mail No Votes,Provisional Votes,Provisional Yes Votes,Provisional No Votes
2012 General Primary,LANCASTER,Alternate Delegate to the Republican National Convention,7th Congressional District,Republican,,517,0,0,,,,,,,,,
2012 General Primary,LANCASTER,Alternate Delegate to the Republican National Convention,7th Congressional District,Republican,,743,0,0,,,,,,,,,
2012 General Primary,LANCASTER,Alternate Delegate to the Republican National Convention,7th Congressional District,Republican,,887,0,0,,,,,,,,,
2012 General Primary,LANCASTER,Alternate Delegate to the Republican National Convention,7th Congressional District,Republican,,982,0,0,,,,,,,,,
2012 General Primary,LANCASTER,Alternate Delegate to the Republican National Convention,7th Congressional District,Republican,,"1,045",0,0,,,,,,,,,
2012 General Primary,LANCASTER,Alternate Delegate to the Republican National Convention,16th Congressional District,Republican,,"6,459",0,0,,,,,,,,,
2012 General Primary,LANCASTER,Alternate Delegate to the Republican National Convention,16th Congressional District,Republican,,"7,033",0,0,,,,,,,,,
2012 General Primary,LANCASTER,Alternate Delegate to the Republican National Convention,16th Congressional District,Republican,,"14,176",0,0,,,,,,,,,
2012 General Primary,LANCASTER,Alternate Delegate to the Republican National Convention,16th Congressional District,Republican,,"14,983",0,0,,,,,,,,,
2012 General Primary,LANCASTER,Alternate Delegate to the Republican National Convention,16th Congressional District,Republican,,"18,746",0,0,,,,,,,,,
2012 General Primary,LANCASTER,Alternate Delegate to the Republican National Convention,16th Congressional District,Republican,,"21,051",0,0,,,,,,,,,
2012 General Primary,LANCASTER,Alternate Delegate to the Democratic National Convention,7th Congressional District,Democratic,,205,0,0,,,,,,,,,
