# Election: 2016 Presidential Primary (2016-04-26) - Election ID: 54 - Lancaster County
# Report generated on: 2026-05-29T02:00:55
Election Name,County Name,Office Name,District Name,Party Name,Candidate Name,Votes,Yes Votes,No Votes,Election Day Votes,ElectionDay Yes Votes,Election Day No Votes,Mail Votes,Mail Yes Votes,Mail No Votes,Provisional Votes,Provisional Yes Votes,Provisional No Votes
2016 Presidential Primary,LANCASTER,Auditor General,Statewide,Democratic,EUGENE A DEPASQUALE,"36,353",0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Auditor General,Statewide,Republican,JOHN BROWN,"69,968",0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,State Treasurer,Statewide,Democratic,JOE TORSELLA,"35,973",0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,State Treasurer,Statewide,Republican,OTTO VOIT,"69,097",0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Representative in Congress,7th Congressional District,Democratic,MARY ELLEN BALCHUNIS,430,0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Representative in Congress,7th Congressional District,Democratic,BILL GOLDERER,439,0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Representative in Congress,7th Congressional District,Republican,STAN CASACIO,938,0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Representative in Congress,7th Congressional District,Republican,PATRICK L MEEHAN,"2,326",0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Representative in Congress,16th Congressional District,Democratic,CHRISTINA HARTMAN,"36,044",0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Representative in Congress,16th Congressional District,Republican,CHET BEILER,"34,792",0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Representative in Congress,16th Congressional District,Republican,LLOYD K SMUCKER,"43,548",0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Senator in the General Assembly,13th Senatorial District,Democratic,GREG PAULSON,"19,772",0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Senator in the General Assembly,13th Senatorial District,Republican,ETHAN DEMME,"4,977",0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Senator in the General Assembly,13th Senatorial District,Republican,SCOTT MARTIN,"17,142",0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Senator in the General Assembly,13th Senatorial District,Republican,NEAL RICE,"12,654",0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Representative in the General Assembly,13th Legislative District,Democratic,NANCY DEAN,152,0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Representative in the General Assembly,13th Legislative District,Republican,JOHN LAWRENCE,454,0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Representative in the General Assembly,37th Legislative District,Republican,MINDY FEE,"9,322",0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Representative in the General Assembly,37th Legislative District,Republican,TIM REEDY,"2,813",0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Representative in the General Assembly,41st Legislative District,Democratic,NICK SELCH,"6,097",0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Representative in the General Assembly,41st Legislative District,Republican,BRETT R MILLER,"10,780",0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Representative in the General Assembly,43rd Legislative District,Democratic,STEVE ELLIOTT,"4,050",0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Representative in the General Assembly,43rd Legislative District,Republican,KEITH J GREINER,"9,732",0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Representative in the General Assembly,96th Legislative District,Democratic,MIKE STURLA,"6,265",0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Representative in the General Assembly,96th Legislative District,Republican,ROBERT BIGLEY,"2,472",0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Representative in the General Assembly,97th Legislative District,Democratic,CHARLES KLEIN,"6,194",0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Representative in the General Assembly,97th Legislative District,Republican,STEVE MENTZER,"11,694",0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Representative in the General Assembly,98th Legislative District,Republican,DAVID S HICKERNELL,"9,002",0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Representative in the General Assembly,99th Legislative District,Republican,DAVID ZIMMERMAN,"8,626",0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Representative in the General Assembly,100th Legislative District,Democratic,DALE HAMBY,"2,781",0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Representative in the General Assembly,100th Legislative District,Republican,BRYAN D CUTLER,"8,334",0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Representative in the General Assembly,128th Legislative District,Republican,MARK M GILLEN,992,0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Representative in the General Assembly,129th Legislative District,Republican,JIM COX,"1,819",0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Delegate to Democratic National Convention,7th Congressional District,Democratic,KRISTIN SEALE,491,0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Delegate to Democratic National Convention,7th Congressional District,Democratic,DANIELLE FENDRICK,484,0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Delegate to Democratic National Convention,7th Congressional District,Democratic,SHELLY RAHMAN,383,0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Delegate to Democratic National Convention,7th Congressional District,Democratic,JANNIE K LAU,337,0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Delegate to Democratic National Convention,7th Congressional District,Democratic,TERESITA DIAZ BRADLEY,318,0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Delegate to Democratic National Convention,7th Congressional District,Democratic,TOM HERMAN,413,0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Delegate to Democratic National Convention,7th Congressional District,Democratic,BRIANNA JOHNSTON,468,0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Delegate to Democratic National Convention,7th Congressional District,Democratic,JIM SAVAGE,526,0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Delegate to Democratic National Convention,7th Congressional District,Democratic,WENDY WOLF,358,0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Delegate to Democratic National Convention,7th Congressional District,Democratic,WALTER WEEKS,490,0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Delegate to Democratic National Convention,7th Congressional District,Democratic,KENNETH LAWRENCE II,407,0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Delegate to Democratic National Convention,7th Congressional District,Democratic,BARBARA G BLUM,452,0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Delegate to Democratic National Convention,7th Congressional District,Democratic,DAYLIN LEACH,381,0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Delegate to Democratic National Convention,16th Congressional District,Democratic,JILL WINCOVITCH,"18,548",0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Delegate to Democratic National Convention,16th Congressional District,Democratic,JONATHAN PAUL FOX,"18,007",0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Delegate to Democratic National Convention,16th Congressional District,Democratic,ANNE M KIRBY,"18,940",0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Delegate to Democratic National Convention,16th Congressional District,Democratic,BLANDING WATSON,"14,938",0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Delegate to Democratic National Convention,16th Congressional District,Democratic,RICK GRAY,"18,862",0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Delegate to Democratic National Convention,16th Congressional District,Democratic,JEAN MARY BICKMIRE,"16,962",0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Delegate to Democratic National Convention,16th Congressional District,Democratic,JOANNE M CARROLL,"16,352",0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Delegate to Democratic National Convention,16th Congressional District,Democratic,MICHAEL MORRILL,"16,742",0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Delegate to Democratic National Convention,16th Congressional District,Democratic,BARBARA J WILSON,"16,520",0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Delegate to Democratic National Convention,16th Congressional District,Democratic,GABRIELINA LOPEZ,"15,655",0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Delegate to Republican National Convention,7th Congressional District,Republican,MICHAEL PUPPIO,"1,443",0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Delegate to Republican National Convention,7th Congressional District,Republican,RALPH E WIKE III,"1,498",0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Delegate to Republican National Convention,7th Congressional District,Republican,ROBERT J WILLERT,"1,596",0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Delegate to Republican National Convention,7th Congressional District,Republican,JOAN MILLER,"1,561",0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Delegate to Republican National Convention,7th Congressional District,Republican,JAN C TING,817,0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Delegate to Republican National Convention,16th Congressional District,Republican,DAVID M DUMEYER,"30,960",0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Delegate to Republican National Convention,16th Congressional District,Republican,GORDON DENLINGER,"40,402",0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Delegate to Republican National Convention,16th Congressional District,Republican,DOUGLAS W BRUBAKER,"39,623",0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Delegate to Republican National Convention,16th Congressional District,Republican,MARC LEMON,"23,078",0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Delegate to Republican National Convention,16th Congressional District,Republican,TERRY CHRISTOPHER,"23,644",0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Delegate to Republican National Convention,16th Congressional District,Republican,THOMAS CHIOMENTO,"15,428",0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Alt Delegate to Democratic National Convention,7th Congressional District,Democratic,PASQUALE CIPOLLONI,573,0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Alt Delegate to Republican National Convention,7th Congressional District,Republican,ARTHUR C BUSTARD,"1,537",0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Alt Delegate to Republican National Convention,7th Congressional District,Republican,NICHOLAS DEBENEDICTIS,"1,424",0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Alt Delegate to Republican National Convention,7th Congressional District,Republican,COLIN HANNA,"1,726",0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Alt Delegate to Republican National Convention,16th Congressional District,Republican,RICK LOUGHERY,"35,213",0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Alt Delegate to Republican National Convention,16th Congressional District,Republican,DICK SHELLENBERGER,"47,611",0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,Alt Delegate to Republican National Convention,16th Congressional District,Republican,TOM JONES,"36,269",0,0,,,,,,,,,
2016 Presidential Primary,LANCASTER,PROPOSED CONSTITUTIONAL AMENDMENT 1 AMENDING THE MANDATORY JUDICIAL RETIREMENT AGE,,,,0,"51,996","53,998",0,,,0,,,0,,
2016 Presidential Primary,LANCASTER,PROPOSED CONSTITUTIONAL AMENDMENT 2 ABOLITION OF THE PHILADELPHIA TRAFFIC COURT,,,,0,"66,269","37,533",0,,,0,,,0,,
